cLabel,cDesc,cSize,cGenes,cScorePheno,pValZ,pValZCorr,pValPerm,pValPermCorr
GO:0031904,"endosome lumen",11,"CTSH, B2M, JAK2, CTSL, CTSK, LNPEP, LRP2, LRPAP1, AP4E1, CD63, PDLIM4",0.0472074065902121,0.0304603971086926,0.431302682758276,0.0314,0.380824615384615
GO:0031209,"SCAR complex",7,"CYFIP1, WASF1, WASF3, ABI1, NCKAP1, SRA1, BRK1",0.0771418250110069,0.0304847445928624,0.431302682758276,0.0323,0.380824615384615
GO:0008287,"protein serine/threonine phosphatase complex",30,"PPP1R12A, PPP4R3A, PPP2R5C, PPP2R2D, PPP1R3B, PPP2R5D, PPP1CB, PPP3CB, TOX4, CNEP1R1, PPP2R3B, PPP4R4, PPP3R1, PPP1R15B, PPP1CC, PPP3CC, NKD1, PPP2R2B, PPP1R9B, NCK1, PPP1R3E, PPP1R10, PPP2R2A, PPP1R3D, PPP1R3F, PPP2R5B, PTPA, ITPR1, PPP4R2, PPP3CA",0.0458363980348564,0.0320645321123757,0.437451830961697,0.0385,0.43071884057971
GO:1903293,"phosphatase complex",30,"PPP3CA, PPP2R5C, PPP2R2A, PPP3R1, PPP2R2B, CNEP1R1, PPP4R3A, PPP3CB, PPP1R15B, PPP1CC, TOX4, PPP2R3B, PPP1CB, PPP1R3E, PPP3CC, PPP1R9B, ITPR1, NKD1, PPP1R3B, PPP1R10, PPP2R2D, PPP2R5B, PPP4R4, NCK1, PPP4R2, PTPA, PPP1R3D, PPP1R12A, PPP1R3F, PPP2R5D",0.0458363980348564,0.0320645321123757,0.437451830961697,0.0385,0.43071884057971
GO:0031985,"Golgi cisterna",53,"RAB34, ST6GAL2, B4GALT5, BCAP31, APH1A, GAL3ST4, NSG2, SORL1, ST3GAL3, SORT1, NECAB3, UXS1, GALNT2, ST3GAL2, ASAP2, PSENEN, GOLGA8A, ZDHHC14, ST3GAL4, B3GALT6, B4GALT6, GALNT1, COG3, CHSY3, INPP5E, SAR1B, ARAP1, CIT, CSGALNACT1, ST3GAL1, B4GALT3, GCNT1, GALNT3, SMPD3, GOLPH3, NAGPA, XYLT1, FUT11, NSG1, MAN2A1, GOLT1A, YIPF1, ST6GAL1, BET1L, B4GALT4, ATP2C1, GOLPH3L, FUT9, GOLGA2, B4GALT2, CHPF, ATL1, STX16",0.0247198276548434,0.0337240489456098,0.446257220643413,0.0324,0.380824615384615
GO:0005902,"microvillus",35,"USH1C, PTPRH, MYO1D, MYO7A, IFT20, CD44, AKR1B1, CTNNB1, SLC6A6, ATP6V1E1, FMN2, OXTR, MSN, AQP5, PDPN, KIF13B, MTTP, MYO1B, TEK, MYO1F, ITGAV, EZR, ATP6V1A, PDGFA, CTSV, STARD10, MYO1E, LRRK2, SLC7A8, ICAM2, ATP6V1B2, ANGPT1, WWOX, PDGFRA, MUC20",0.035911938423739,0.0338781659650759,0.446257220643413,0.0269,0.362576271186441
GO:0045252,"oxoglutarate dehydrogenase complex",5,"OGDH, MRPS36, OGDHL, DLST, DLD",0.117087468893955,0.0359077393755723,0.449503437647964,0.0216,0.349257142857143
GO:0044305,"calyx of Held",17,"KCNC1, ADORA1, CPLX2, PRKCB, GIT1, PRKCG, CALB1, KCNA1, KCNA3, TSPOAP1, ACTB, ACTG1, KCNA2, UNC13C, TPRG1L, KCNK2, CPLX1",0.0468326817052944,0.0362634603996613,0.449503437647964,0.0259,0.362576271186441
GO:0098573,"intrinsic component of mitochondrial membrane",48,"FIS1, AGK, CHCHD10, MCU, CHCHD3, SCO2, SLC25A3, TOMM40, MFN1, MFF, OXA1L, MCUB, TIMM17A, ARMCX3, ETFDH, IMMT, PINK1, COA3, SLC25A4, MCUR1, COX11, PET100, MGARP, BAK1, CCDC51, FUNDC1, TMEM70, SFXN1, GHITM, CNR1, L2HGDH, MFN2, SFXN5, TIMM23, RHOT2, BID, TIMM23B, COA1, ABCB6, BNIP3, FUNDC2, CPT1A, MPC2, SFXN4, MPC1, SLC8B1, CHCHD6, UQCC3",0.0763408776122598,0.0375922401075003,0.449503437647964,0.0261,0.362576271186441
GO:0045240,"dihydrolipoyl dehydrogenase complex",6,"DLST, MRPS36, BCKDK, OGDH, DLD, OGDHL",0.0837232809569512,0.0388781497522339,0.449503437647964,0.0224,0.349257142857143
