"labels","5HT1a_cumi_hc8_beliveau","5HT1b_p943_hc65_gallezot","5HT2a_cimbi_hc29_beliveau","5HT4_sb20_hc59_beliveau","5HT6_gsk_hc30_radhakrishnan","5HTT_dasb_hc100_beliveau","GABAa-bz_flumazenil_hc16_norgaard","NMDA_ge179_hc29_galovic"
"7Networks_LH_Vis_27",23.9307062744993,0.934305712671705,57.8760047899677,2.09724450353643,0.400927023384539,4.46911594425592,729.033971907941,6.89703713799967
"7Networks_LH_Vis_28",30.5320722725476,0.962987270713839,57.8674211268204,2.48001344262417,0.413904743301445,3.66426093474396,759.397495248083,5.89752060378779
"7Networks_LH_Vis_29",20.6286154974623,0.62456189990852,45.4643246361616,1.88725381291285,0.232038129034259,4.66539819315001,655.773353657619,4.87507455955849
"7Networks_LH_Vis_30",22.5718772631522,0.783321226407532,48.5396758660792,1.95288595360628,0.411559919431162,4.66774667473141,738.560237561598,6.74110415186802
"7Networks_LH_Vis_31",23.0791797944057,0.716438195144377,49.8389515864996,2.01399124743026,0.329557567877705,3.63990312417348,724.000958862305,5.33658280488033
"7Networks_LH_SomMot_1",34.3778193596893,0.768074513435364,55.1461109224634,2.25461741196826,0.521622684116363,6.80143624617199,853.162965598258,6.59080390849349
"7Networks_LH_SomMot_2",31.5167213826007,0.91157692459766,58.2411464884195,2.37446420227189,0.518962997969358,5.85116949701884,848.900945274063,6.83405237285039
"7Networks_LH_SomMot_3",30.4345075954763,0.584479670867299,51.5792428134948,1.97598086147345,0.38072329051363,9.38760550262392,833.209288351581,7.34310011247214
"7Networks_LH_SomMot_4",44.2914545094334,0.702755724588029,52.1237350992883,2.3709990933037,0.534766063702197,9.52774021555776,887.778914824846,7.44261450158164
"7Networks_LH_SomMot_5",30.0611470180657,0.528389675754288,49.1527454910386,1.98380222448702,0.273300934253254,9.17435365080665,764.699515714224,7.06802634639833
"7Networks_LH_SomMot_6",35.1055451971016,0.930838758253869,60.6881039884706,2.49260465336951,0.50762875472291,5.09257018289819,786.139572309127,6.44198259104251
"7Networks_LH_SomMot_7",28.0828798396829,0.445305321013979,53.263191934954,1.9923912145775,0.259946337869456,6.63278926531056,764.034855425416,7.34753691782375
"7Networks_LH_SomMot_8",39.1697743499583,0.893420405068278,56.0323506158067,2.46728551995653,0.493014432435146,6.73274357325632,904.642309345183,6.92899539628615
