cDesc,cSize,cGenes,k_input_from_cGenes,k_present,k_missing,fraction_present,category_score_z,null_mean_score_z,p_one_sided,tail,p_corrected
negative regulation of cellular response to hypoxia,6,"EPHA4, DDAH1, PINK1, ENO1, NOL3, PIK3CB",6,6,0,1.0,0.11742213368415833,3.375077994860476e-18,0.03899610038996101,two-sided,0.5500787789701755
regulation of vasculogenesis,6,"RAPGEF2, RTN4, TMEM100, HEY1, EMP2, ADM",6,6,0,1.0,0.1171349510550499,1.0436096431476472e-18,0.00039996000399960006,two-sided,0.5020180334907686
positive regulation of macromitophagy,8,"MFN2, SLC25A4, CDC37, OPTN, SLC25A5, PINK1, VPS13D, CERS1",8,7,1,0.875,0.11681616306304932,7.460698725481051e-18,0.1892810718928107,two-sided,0.6007011207438532
"blood coagulation, intrinsic pathway",6,"PRCP, VWF, SERPING1, F12, F8, KNG1",6,6,0,1.0,0.11680349707603455,2.2648549702353195e-18,0.0058994100589941,two-sided,0.5020180334907686
activation of protein kinase A activity,10,"ADCY2, PRKAR2A, ADCY7, ADCY9, ADCY8, FBN1, ADCY3, PRKACB, ADCY1, ADCY4",10,10,0,1.0,0.11676593124866486,-3.219646771412954e-18,0.015598440155984402,two-sided,0.5066026730660268
ketone catabolic process,7,"PNKD, HAGHL, NQO2, HAGH, KYAT1, KYNU, OXCT1",7,7,0,1.0,0.11648143082857132,5.639932965095795e-18,0.1613838616138386,two-sided,0.5983663610594671
subpallium development,18,"FOXP1, RARB, ASCL1, BCL11B, GLI3, OGDH, SLC7A11, CNTNAP2, MKKS, ALDH1A3, SHANK3, DRD2, SECISBP2, INHBA, LRRK2, SLITRK5, DRD1, FOXP2",18,18,0,1.0,0.11637821793556213,-2.5424107263916085e-18,0.012198780121987801,two-sided,0.5020180334907686
protein localization to early endosome,7,"VEGFA, SORL1, ROCK2, MGAT3, EZR, NRP1, MSN",7,7,0,1.0,0.11610597372055054,5.773159728050814e-19,0.11448855114488551,two-sided,0.5898481380912188
melanin metabolic process,12,"MFSD12, RAPGEF2, TRPC1, MC1R, APPL1, GIPC1, CDH3, OCA2, TYRP1, WNT5A, OPN3, BCL2",12,12,0,1.0,0.11604263633489609,-2.1094237467877974e-18,0.0105989401059894,two-sided,0.5020180334907686
cellular response to follicle-stimulating hormone stimulus,9,"HMGCS1, INHBA, STAR, EDNRA, PPARGC1A, EDN1, PLAT, GCLM, EFNA5",9,9,0,1.0,0.1160377562046051,-4.130029651605582e-18,0.0913908609139086,two-sided,0.5895758749483904
nucleoside transport,6,"SLC29A1, SLC29A3, RSC1A1, SLC29A4, ADORA1, SLC29A2",6,6,0,1.0,0.11581072956323624,-3.4194869158454823e-18,0.010998900109989001,two-sided,0.5020180334907686
surfactant homeostasis,6,"LPCAT1, CTSH, RCN3, SFTPD, ADGRF5, VEGFA",6,6,0,1.0,0.11580885201692581,3.952393967665557e-18,0.048995100489951,two-sided,0.5649415334600663
glutamate metabolic process,15,"ALDH4A1, GOT2, AMDHD1, GCLM, GAD2, GAD1, GLUD2, GOT1, GGT1, GLUD1, ADHFE1, SLC25A12, FTCD, OAT, GLS2",15,15,0,1.0,0.115768201649189,-1.1324274851176598e-18,0.0057994200579942,two-sided,0.5020180334907686
response to parathyroid hormone,6,"GNAS, GJA1, MEF2C, HDAC4, WNT10B, ITGA2",6,6,0,1.0,0.11556530743837357,1.4988010832439613e-18,0.0413958604139586,two-sided,0.5500787789701755
negative regulation of axon regeneration,9,"RTN4RL1, KIAA0319, EPHA4, KREMEN1, INPP5F, PTPRS, RGMA, RTN4R, SPP1",9,9,0,1.0,0.11508149653673172,3.8635761256955445e-18,0.0124987501249875,two-sided,0.5020180334907686
lactosylceramide metabolic process,6,"B4GALT4, ST3GAL3, ST3GAL1, ST3GAL2, B4GALT6, B4GALT5",6,6,0,1.0,0.11480582505464554,-4.707345624410664e-18,0.1364863513648635,two-sided,0.5898481380912188
purine-containing compound transmembrane transport,7,"SLC25A17, SLC25A41, SLC29A2, SLC25A5, SLC35C1, SLC25A4, SLC29A1",7,6,1,0.8571428571428571,0.1146979108452797,-2.731148640577885e-18,0.1040895910408959,two-sided,0.5895758749483904
protein targeting to lysosome,10,"NAGPA, LAPTM5, GNPTAB, GCC2, GGA3, SORL1, AP3B1, SORT1, HSPA8, CLU",10,10,0,1.0,0.114488385617733,-2.6867397195928787e-18,0.0810918908109189,two-sided,0.5895758749483904
peripheral nervous system neuron differentiation,7,"HOXD9, ISL1, ETV1, NTRK2, NEFH, SLC25A46, ONECUT2",7,6,1,0.8571428571428571,0.11439648270606995,2.0872192862952944e-18,0.12338766123387661,two-sided,0.5898481380912188
peripheral nervous system neuron development,7,"ETV1, NTRK2, ISL1, HOXD9, SLC25A46, NEFH, ONECUT2",7,6,1,0.8571428571428571,0.11439648270606995,2.0872192862952944e-18,0.12338766123387661,two-sided,0.5898481380912188
regulation of long term synaptic depression,11,"KCNB1, ADORA1, SORCS3, SHANK3, CBLN1, STAU2, DGKI, ADCY8, PPP1R9A, ARC, GRID2",11,11,0,1.0,0.11424291878938675,-1.787459069646502e-18,0.0057994200579942,two-sided,0.5020180334907686
lipoprotein localization,6,"SAR1B, ZDHHC3, PRKCB, MTTP, PPARG, SURF4",6,6,0,1.0,0.11422977596521378,-2.4868995751603506e-18,0.14338566143385661,two-sided,0.5898481380912188
striatum development,16,"BCL11B, DRD2, ALDH1A3, INHBA, MKKS, SLITRK5, SECISBP2, SLC7A11, RARB, DRD1, SHANK3, CNTNAP2, FOXP1, FOXP2, LRRK2, OGDH",16,16,0,1.0,0.11410623043775558,8.881784197001253e-19,0.012998700129987,two-sided,0.5020180334907686
aspartate family amino acid catabolic process,8,"OGDH, CRYM, DLD, GOT1, RIDA, SDSL, GOT2, DLST",8,8,0,1.0,0.1136869415640831,6.17284001691587e-18,0.1264873512648735,two-sided,0.5898481380912188
primary amino compound metabolic process,8,"GDE1, AGMAT, AZIN2, PDE1B, SRD5A1, HTR1A, BTBD9, GRIN2A",8,8,0,1.0,0.11364459991455078,-2.1760371282653067e-18,0.068993100689931,two-sided,0.5895758749483904
regulation of cellular response to hypoxia,8,"ENO1, KCNK2, ROCK2, EPHA4, PINK1, PIK3CB, NOL3, DDAH1",8,8,0,1.0,0.11363247781991959,9.325873406851314e-19,0.041495850414958506,two-sided,0.5500787789701755
negative regulation of Notch signaling pathway,18,"OVOL2, HEY1, MMP14, EGFL7, ARRB1, CHAC1, YTHDF2, SLC35C1, METTL3, FBXW7, DLK2, ZBTB7A, TCIM, WWP2, NFKBIA, RITA1, NEURL1, BEND6",18,18,0,1.0,0.11362067610025406,3.885780586188048e-19,0.0008999100089991,two-sided,0.5020180334907686
dicarboxylic acid catabolic process,11,"ACOT8, GAD1, GOT1, GOT2, ACSF3, ADHFE1, QPRT, GLUD2, GAD2, ALDH1L1, GLUD1",11,11,0,1.0,0.11303222924470901,2.2870594307278225e-18,0.038396160383961604,two-sided,0.5500787789701755
protein localization to membrane raft,6,"REEP2, CYP46A1, RFTN1, ATP1B1, FLOT2, CD24",6,6,0,1.0,0.11292510479688644,-1.4876988529977098e-18,0.018698130186981302,two-sided,0.5204821983555069
adaptive thermogenesis,9,"UCP3, OMA1, SLC25A5, SORL1, ZBTB7B, SLC25A4, ADRB2, PPARGC1A, ADRB1",9,8,1,0.8888888888888888,0.11282806843519211,-1.2434497875801753e-18,0.09479052094790522,two-sided,0.5895758749483904
morphogenesis of an epithelial bud,6,"RDH10, AR, SULF1, WNT5A, SOSTDC1, FGFR2",6,6,0,1.0,0.11275386810302734,-1.7319479184152441e-18,0.07889211078892111,two-sided,0.5895758749483904
retinal metabolic process,9,"RDH10, AKR1C1, SDR16C5, RDH11, BCO2, AKR1C3, DHRS4, ALDH1A3, CYP1B1",9,9,0,1.0,0.11236776411533356,5.551115123125783e-19,0.0053994600539946005,two-sided,0.5020180334907686
serine phosphorylation of STAT protein,6,"GGNBP2, RET, NLK, LIF, CDK5, GADD45A",6,6,0,1.0,0.11218983680009842,-4.662936703425658e-18,0.14578542145785423,two-sided,0.593897464811626
activation of NF-kappaB-inducing kinase activity,7,"TLR3, IRAK1, CHI3L1, TNFRSF10B, ZFP91, CARD14, TIRAP",7,7,0,1.0,0.11189133673906326,-2.3092638912203255e-18,0.015998400159984,two-sided,0.5082969963873177
proline transport,6,"SLC6A15, SLC6A17, SLC36A1, SLC1A4, SLC6A7, SLC7A8",6,6,0,1.0,0.11179869621992111,-2.4868995751603506e-18,0.019498050194980503,two-sided,0.5204821983555069
late endosome to vacuole transport via multivesicular body sorting pathway,7,"LEPROTL1, SNF8, CHMP4B, CHMP4A, VPS36, TMEM50A, VPS25",7,7,0,1.0,0.11144553124904633,1.7763568394002505e-18,0.032296770322967704,two-sided,0.5500787789701755
2-oxoglutarate metabolic process,12,"L2HGDH, OGDHL, GOT2, MRPS36, DLST, OGDH, GOT1, ADHFE1, GPT2, IDH2, DLD, PHYH",12,12,0,1.0,0.1108928844332695,-1.2212453270876721e-18,0.11838816118388161,two-sided,0.5898481380912188
regulation of microtubule-based movement,12,"MAP2, TTC21B, DRC1, EFCAB1, MKKS, BORCS5, CCDC39, CNIH2, TRIM58, LAMP1, NEFH, CCDC65",12,12,0,1.0,0.11086609214544296,-8.881784197001253e-19,0.006799320067993201,two-sided,0.5020180334907686
bone growth,14,"ECM1, RARB, LEPR, COMP, ANXA6, EXT1, SMPD3, THBS3, OSTN, FGFR2, ZMPSTE24, TSKU, FGFR3, COL27A1",14,14,0,1.0,0.11081213504076004,-9.103828801926284e-19,0.004199580041995801,two-sided,0.5020180334907686
heparan sulfate proteoglycan biosynthetic process,17,"NDST3, EXT1, XYLT2, GLCE, TCF7L2, HS6ST3, EXTL3, EXTL2, HS6ST1, HS2ST1, CSGALNACT1, PXYLP1, CTNNB1, HS6ST2, HS3ST5, B3GALT6, XYLT1",17,17,0,1.0,0.11065934598445892,4.3298697960381103e-19,0.013098690130986902,two-sided,0.5020180334907686
phosphatidylglycerol acyl-chain remodeling,7,"PLA2G5, LPCAT4, LPGAT1, CRLS1, LPCAT1, PLA2G4A, SERAC1",7,7,0,1.0,0.11051275581121445,1.820765760385257e-18,0.004399560043995601,two-sided,0.5020180334907686
melanin biosynthetic process,11,"MFSD12, TYRP1, MC1R, RAPGEF2, CDH3, TRPC1, GIPC1, OCA2, WNT5A, OPN3, APPL1",11,11,0,1.0,0.11033462733030319,-1.354472090042691e-18,0.006899310068993101,two-sided,0.5020180334907686
inositol metabolic process,8,"PPIP5K2, PPIP5K1, ITPKA, ISYNA1, IMPA2, IMPA1, MECP2, ITPK1",8,8,0,1.0,0.1102680191397667,2.8532731732866524e-18,0.012798720127987202,two-sided,0.5020180334907686
sodium ion export from cell,9,"ATP1B1, FXYD1, SLC8A1, ATP1B3, ATP4A, ATP1A4, ATP1A1, SLC9A1, ATP1A3",9,9,0,1.0,0.10994713008403778,2.4868995751603506e-18,0.15078492150784922,two-sided,0.5983663610594671
sodium ion export,9,"ATP1A3, ATP4A, ATP1B3, SLC9A1, FXYD1, ATP1A1, ATP1A4, ATP1B1, SLC8A1",9,9,0,1.0,0.10994713008403778,2.4868995751603506e-18,0.15078492150784922,two-sided,0.5983663610594671
NLS-bearing protein import into nucleus,9,"KPNA2, CBLB, NUP54, RGPD3, RANBP2, NUP35, KPNA5, RGPD4, IPO5",9,9,0,1.0,0.10979148745536804,1.354472090042691e-18,0.014998500149985002,two-sided,0.5039151257288065
response to dietary excess,12,"RMI1, OMA1, SGIP1, CNTN2, ADRB1, ACVR1C, VGF, SORL1, APOE, PPARGC1A, SLC25A25, ADRB2",12,12,0,1.0,0.10976386815309525,-3.219646771412954e-18,0.05579442055794421,two-sided,0.5763946253458277
pigment accumulation,6,"AP1M1, CD63, SHROOM3, SHROOM2, RAB32, ANKRD27",6,6,0,1.0,0.10945167392492294,1.9984014443252816e-18,0.0917908209179082,two-sided,0.5895758749483904
cellular pigment accumulation,6,"RAB32, SHROOM2, SHROOM3, ANKRD27, AP1M1, CD63",6,6,0,1.0,0.10945167392492294,1.9984014443252816e-18,0.0917908209179082,two-sided,0.5895758749483904
regulation of cell migration involved in sprouting angiogenesis,20,"TBXA2R, STARD13, HDAC5, FBXW7, NR2E1, VEGFA, MAP2K5, PLK2, HDAC7, MAP3K3, HMOX1, CIB1, PTGS2, ITGB1BP1, JCAD, ANXA1, NRP1, HDAC9, SPRED1, FGF2",20,20,0,1.0,0.10938367992639542,3.7969627442180355e-18,0.060493950604939506,two-sided,0.5874545435821866
regulation of protein localization to early endosome,6,"MSN, MGAT3, SORL1, EZR, VEGFA, ROCK2",6,6,0,1.0,0.10931568592786789,-4.263256414560601e-18,0.1116888311168883,two-sided,0.5898481380912188
positive regulation of protein localization to early endosome,6,"MGAT3, VEGFA, MSN, SORL1, EZR, ROCK2",6,6,0,1.0,0.10931568592786789,-4.263256414560601e-18,0.1116888311168883,two-sided,0.5898481380912188
cranial nerve morphogenesis,14,"CITED2, SEMA3A, KCNA2, PLXNA3, GLI3, NRP1, NRP2, TBX1, MAFB, EGR2, EPHB2, EPHB1, DMD, PLXNA4",14,14,0,1.0,0.10883117467164993,1.7985612998927535e-18,0.0184981501849815,two-sided,0.5204821983555069
ganglioside metabolic process,15,"ITGB8, ST3GAL3, ST8SIA4, B4GALT6, CLN6, B4GALT5, ST3GAL5, ST3GAL2, B3GALT4, ST8SIA3, NEU4, ST6GALNAC6, ST6GALNAC5, ST3GAL1, HEXB",15,15,0,1.0,0.1086231917142868,-4.3298697960381105e-18,0.014498550144985502,two-sided,0.5020180334907686
negative regulation of dendrite morphogenesis,10,"YWHAH, TLX2, NGEF, UBE3A, DNM3, NLGN1, RAPGEF2, TRPC5, DTNBP1, PPP3CA",10,10,0,1.0,0.10853060334920883,-3.4194869158454823e-18,0.016998300169983,two-sided,0.5122271278026836
regulation of glucocorticoid secretion,6,"POMC, GALR1, TAC1, CRH, CRY1, GAL",6,6,0,1.0,0.10845726728439331,7.105427357601002e-19,0.012398760123987601,two-sided,0.5020180334907686
positive regulation of striated muscle cell apoptotic process,7,"TIGAR, CAMK2A, CAMK2D, BNIP3, MAP3K5, LTK, HMGCR",7,7,0,1.0,0.10844625532627106,-2.353672812205332e-18,0.0481951804819518,two-sided,0.5649027982577237
positive regulation of cardiac muscle cell apoptotic process,7,"MAP3K5, CAMK2D, CAMK2A, HMGCR, TIGAR, LTK, BNIP3",7,7,0,1.0,0.10844625532627106,-2.353672812205332e-18,0.0481951804819518,two-sided,0.5649027982577237
regulation of synaptic vesicle fusion to presynaptic membrane,6,"CPLX2, PRRT2, CPLX3, CPLX1, SYT1, STXBP1",6,6,0,1.0,0.1082008108496666,-9.769962616701378e-19,0.009999000099990002,two-sided,0.5020180334907686
vocalization behavior,12,"SHANK1, DLG4, FOXP2, BRINP1, SHANK2, NRXN1, NLGN4X, EXT1, CNTNAP2, NRXN2, SHANK3, GLI3",12,12,0,1.0,0.10795710235834122,3.375077994860476e-18,0.12268773122687732,two-sided,0.5898481380912188
forelimb morphogenesis,18,"RSPO2, NIPBL, ATRX, CACNA1C, WNT7A, LNPK, ZNF358, WNT3, MSX1, CTNNB1, ZBTB16, RUNX2, FMN1, HOXD9, RDH10, TWIST1, RNF165, ALX3",18,18,0,1.0,0.10793930292129517,-1.2545520178264268e-18,0.012698730126987301,two-sided,0.5020180334907686
ventricular cardiac muscle cell differentiation,9,"FHL2, CCNB1, NRG1, ATG5, MEF2C, PROX1, MEF2A, LMNA, RARB",9,9,0,1.0,0.10774348676204681,-2.6534330288541243e-18,0.010998900109989001,two-sided,0.5020180334907686
regulation of mitochondrial DNA metabolic process,7,"STOML2, SSBP1, PPARGC1A, ENDOG, ATG7, STOX1, MPV17",7,7,0,1.0,0.1077345535159111,-4.8849813083506885e-18,0.14138586141385862,two-sided,0.5898481380912188
regulation of Golgi to plasma membrane protein transport,8,"PKDCC, ACSL3, CLN3, LYPLA1, GOPC, CNST, ATP2C1, RSC1A1",8,8,0,1.0,0.1077226921916008,3.7747582837255325e-18,0.0332966703329667,two-sided,0.5500787789701755
inhibitory synapse assembly,12,"GABRB2, FGF13, LGI2, GABRG2, GABRB3, CBLN1, GABRA1, SEMA4A, CBLN4, SEMA4D, GABRA2, WNT5A",12,12,0,1.0,0.10735516995191574,-1.965094753586527e-18,0.0059994000599940004,two-sided,0.5020180334907686
negative regulation of amyloid precursor protein catabolic process,15,"IGF1, RTN2, RTN3, ABCA7, ROCK1, CLU, GGA3, FLOT2, SPON1, PIN1, NTRK2, APOE, RTN4, SORL1, PRNP",15,15,0,1.0,0.10710762441158295,-4.8405723873656825e-18,0.03189681031896811,two-sided,0.5500787789701755
sensory perception of smell,21,"OR2AK2, NCAM2, SYT10, CNGB1, TTC8, OR2L3, NAV2, MKKS, OR14I1, OR2L8, FZD2, PDE4A, DRD2, ADCY3, OR2L13, BBS1, GNAS, SLC24A4, B2M, CFAP69, B3GNT2",21,21,0,1.0,0.10690740495920181,-2.531308496145357e-18,0.0367963203679632,two-sided,0.5500787789701755
response to follicle-stimulating hormone,11,"INHBA, EFNA5, CYP1B1, GCLM, PLAT, EDN1, PPARGC1A, EDNRA, STAR, SRD5A1, HMGCS1",11,11,0,1.0,0.1067826971411705,3.663735981263017e-18,0.06319368063193681,two-sided,0.5895758749483904
regulation of proton transport,9,"SPHK2, PPIF, NDUFA4, TMSB4X, TACO1, TWIST1, TESC, COX17, ACTN4",9,9,0,1.0,0.10677311569452286,-7.01660951563099e-18,0.2111788821117888,two-sided,0.6120732497895476
cAMP catabolic process,6,"PDE4C, PDE4A, PDE7B, PDE7A, PDE4B, PDE10A",6,6,0,1.0,0.10656487941741943,-1.5987211554602254e-18,0.038396160383961604,two-sided,0.5500787789701755
regulation of synaptic vesicle exocytosis,59,"ATP2A2, RAP1B, ADORA2B, LRRK2, RIMS2, CHRM2, PRKCG, DRD1, CPLX1, APBA1, GRIN3A, BACE1, STXBP1, SYN1, GIPC1, ADRA1A, UNC13B, HTR2A, NAPB, CHRNA6, RIMS4, CALM2, DTNBP1, STXBP5L, BRAF, STX1A, WNT7A, SYT1, CDK5, CACNB2, CALM1, SLC4A8, SYT4, RIMS1, CPLX3, PRKCB, DVL1, RIMS3, CNR1, CSPG5, CPLX2, PFN2, STXBP5, PRRT2, STX1B, DGKI, NLGN1, SYP, ADRA2A, CALM3, DRD2, ADCY1, PPFIA2, GIT1, NAPA, SNAPIN, PREPL, RAB3GAP1, CASK",59,59,0,1.0,0.10624474287033081,3.1641356201816963e-18,0.0193980601939806,two-sided,0.5204821983555069
sulfation,6,"TPST1, EXT1, HS3ST5, SULT1C4, UST, TPST2",6,6,0,1.0,0.10598555207252502,-1.376676550535194e-18,0.031596840315968405,two-sided,0.5500787789701755
osteoblast development,7,"PTH1R, HDAC4, ACHE, SMAD3, SATB2, RUNX2, PTHLH",7,7,0,1.0,0.10589630156755447,-3.480549182199866e-18,0.039696030396960305,two-sided,0.5500787789701755
regulation of establishment of protein localization to plasma membrane,10,"ATP2C1, GOPC, AKAP5, RSC1A1, CNST, PKDCC, LYPLA1, CLN3, ZDHHC2, ACSL3",10,10,0,1.0,0.10585711896419525,-1.1657341758564144e-18,0.0168983101689831,two-sided,0.5118524416988353
positive regulation of calcium ion transmembrane transporter activity,21,"SLC9A1, CACNB3, P2RY6, PLCG2, AKAP6, CASQ1, ATP1B1, CDK5, CALM3, RGN, CALM1, STIM1, CACNB2, STIM2, RYR2, GSTM2, PKD2, STAC2, CACNA2D1, CALM2, FGF14",21,21,0,1.0,0.10555249452590942,3.996802888650563e-18,0.037196280371962806,two-sided,0.5500787789701755
macromitophagy,15,"BECN1, MAP1LC3B, VPS13D, ATG4D, TIGAR, MFN2, CDC37, PINK1, SLC25A4, RETREG1, OPTN, ATG4B, SLC25A5, HTRA2, CERS1",15,14,1,0.9333333333333333,0.10524390637874603,-1.7319479184152441e-18,0.18038196180381963,two-sided,0.6007011207438532
regulation of SNARE complex assembly,7,"STXBP6, ANKRD27, TRIM9, STXBP1, VPS11, PRRT2, SNCA",7,7,0,1.0,0.10511767119169235,1.3322676295501877e-19,0.013098690130986902,two-sided,0.5020180334907686
"blood coagulation, fibrin clot formation",8,"VWF, F8, F13A1, SERPING1, F12, PRCP, KNG1, FN1",8,8,0,1.0,0.10451272875070572,-8.881784197001253e-20,0.0093990600939906,two-sided,0.5020180334907686
female meiotic division,7,"MARF1, RAD51C, SYCP2, TUBB8, SPIRE2, MEIKIN, FMN2",7,7,0,1.0,0.10450045019388199,-2.731148640577885e-18,0.07549245075492451,two-sided,0.5895758749483904
regulation of peptidyl-threonine phosphorylation,20,"PRKAG2, CALM2, PPP2R5D, STOX1, TRPC5, SPHK1, SIRT2, WNT5A, CHI3L1, CEMIP, CAB39, PARD3, SPRED1, CALM3, CADM4, MAPK1, S1PR2, RIPK2, CALM1, INPP5K",20,20,0,1.0,0.10438863933086395,-2.886579864025407e-18,0.027197280271972803,two-sided,0.5500787789701755
positive regulation of protein localization to endosome,9,"ABHD17C, SORL1, MGAT3, ROCK2, ABHD17A, ABHD17B, EZR, VEGFA, MSN",9,9,0,1.0,0.10430559515953064,1.9984014443252816e-18,0.05959404059594041,two-sided,0.5845415458454155
neuronal ion channel clustering,9,"SCLT1, AGRN, KCNIP2, SPTBN4, CNTNAP2, MTCH1, PICK1, CNTN2, NRCAM",9,9,0,1.0,0.10387369245290756,-3.241851231905457e-18,0.0403959604039596,two-sided,0.5500787789701755
attachment of mitotic spindle microtubules to kinetochore,8,"SEH1L, CENPC, BOD1, RMDN1, KIF2C, BECN1, MAD1L1, CDT1",8,8,0,1.0,0.10364434868097305,2.609024107869118e-19,0.0006999300069993001,two-sided,0.5020180334907686
negative regulation of response to reactive oxygen species,7,"PINK1, TXN, HGF, MET, NR4A3, LRRK2, PYCR1",7,7,0,1.0,0.10328149795532227,2.1316282072803004e-18,0.12358764123587641,two-sided,0.5898481380912188
negative regulation of hydrogen peroxide-induced cell death,7,"MET, NR4A3, LRRK2, PINK1, PYCR1, TXN, HGF",7,7,0,1.0,0.10328149795532227,2.1316282072803004e-18,0.12358764123587641,two-sided,0.5898481380912188
positive regulation of axon extension,28,"SEMA7A, DSCAM, PAK1, NDEL1, GDI1, MAP1B, PAFAH1B1, NRP1, ILK, TRPC5, CXCL12, LIMK1, RAB11A, ISLR2, SRF, MAP3K13, MACF1, CDKL5, SEMA5A, CDH4, ADNP, CYFIP1, VEGFA, DBN1, TRPV2, FN1, EIF4G2, DBNL",28,28,0,1.0,0.10298558324575424,-2.1316282072803004e-18,0.0178982101789821,two-sided,0.5186373519510795
peptidyl-threonine phosphorylation,50,"SPRED1, CALM3, S1PR2, CDC42BPA, PRKCA, CDC42BPB, LRRK2, WNK1, CIT, SPHK1, NLK, PRKD1, CALM2, CADM4, SIRT2, WNT5A, ULK1, ACVR1, DYRK4, PRKAG2, STOX1, CAMK2D, CAB39, CHI3L1, MAP2K1, DCAF1, BCL2, CEMIP, PRKCD, TNKS, TRPC5, CDK5, DYRK2, DYRK3, ROCK1, PARD3, TGFBR1, PRKCB, MAP3K10, CALM1, ROCK2, INPP5K, MYLK2, OXSR1, LMTK2, STK39, RIPK2, MAPK1, CAMK2A, PPP2R5D",50,50,0,1.0,0.10274042189121246,1.2656542480726785e-18,0.0025997400259974,two-sided,0.5020180334907686
response to isolation stress,7,"NAPEPLD, SOD2, KRAS, ACO2, LGALS1, FADS1, HRAS",7,7,0,1.0,0.1020636335015297,4.662936703425658e-18,0.16328367163283672,two-sided,0.5983663610594671
deoxyribonucleoside triphosphate metabolic process,6,"ADK, DCTPP1, NUDT15, TBPL1, RRM2B, NUDT16",6,6,0,1.0,0.10181412845849991,2.6201263381153694e-18,0.0217978202179782,two-sided,0.5333941605839416
positive regulation of cAMP-mediated signaling,11,"TOR2A, RAPGEF2, GPR61, GNAS, ADCYAP1R1, GPR62, OPRM1, CRH, FFAR4, ADCYAP1, POMC",11,11,0,1.0,0.10176000744104385,3.3084646133829665e-18,0.0016998300169983002,two-sided,0.5020180334907686
cellular potassium ion homeostasis,7,"ATP1A1, ATP1B3, KCNJ2, ATP1B1, ATP4A, ATP1A4, ATP1A3",7,7,0,1.0,0.10174394398927689,5.995204332975846e-19,0.17798220177982202,two-sided,0.6007011207438532
regulation of organelle transport along microtubule,6,"BORCS5, LAMP1, CNIH2, NEFH, TRIM58, MAP2",6,6,0,1.0,0.10165666788816452,2.220446049250313e-19,0.055594440555944404,two-sided,0.5763946253458277
circadian sleep/wake cycle,12,"STAR, SRD5A1, ADRB1, ADORA1, PER3, NLGN1, BTBD9, NMU, KCNA2, AHCY, DRD2, CRH",12,12,0,1.0,0.10138770937919617,1.6653345369377347e-18,0.006199380061993801,two-sided,0.5020180334907686
ovarian follicle development,25,"KIT, MMP14, INHBB, KITLG, ANG, FOXL2, BCL2, MYC, AMH, ADCYAP1, EIF2B2, UBE3A, EIF2B5, FANCG, VEGFA, CEBPB, PTX3, GAS2, ARRB1, VGF, SOD1, HYAL3, CTNNA1, FOXC1, INHBA",25,25,0,1.0,0.10136788338422775,-4.4408920985006264e-20,0.0045995400459954,two-sided,0.5020180334907686
trans-synaptic signaling by trans-synaptic complex,7,"TENM2, EFNB3, NLGN1, FARP1, PTPRD, IL1RAP, EPHB2",7,7,0,1.0,0.10118026286363602,3.0309088572266775e-18,0.0800919908009199,two-sided,0.5895758749483904
ganglioside biosynthetic process,11,"ST3GAL5, ST6GALNAC5, ST8SIA3, ST3GAL1, ST8SIA4, B4GALT5, ST6GALNAC6, B4GALT6, B3GALT4, ST3GAL2, ST3GAL3",11,11,0,1.0,0.10108263790607452,-1.1102230246251566e-18,0.029197080291970802,two-sided,0.5500787789701755
growth plate cartilage development,7,"COMP, RARB, ANXA6, COL27A1, TSKU, THBS3, ZMPSTE24",7,7,0,1.0,0.10090211778879166,4.174438572590589e-18,0.047295270472952705,two-sided,0.5649027982577237
"neurotransmitter receptor transport, endosome to postsynaptic membrane",6,"VPS35, ARHGAP44, NSG1, GRIP2, RAB11A, GRIP1",6,6,0,1.0,0.10080117732286453,-4.929390229335695e-18,0.11998800119988001,two-sided,0.5898481380912188
"neurotransmitter receptor transport, endosome to plasma membrane",6,"GRIP1, GRIP2, NSG1, RAB11A, ARHGAP44, VPS35",6,6,0,1.0,0.10080117732286453,-4.929390229335695e-18,0.11998800119988001,two-sided,0.5898481380912188
collateral sprouting,17,"EFNA5, RND2, EPHA7, PTPRS, SEMA4D, FSTL4, RGMA, FGF13, DCC, DVL1, SPP1, ULK2, ULK1, WNT3, SPART, BCL11A, BDNF",17,17,0,1.0,0.10067956149578094,-2.1871393585115582e-18,0.0110988901109889,two-sided,0.5020180334907686
phosphate ion transmembrane transport,7,"ANKH, ADAMTS8, SLC20A1, XPR1, SLC25A3, SLC25A11, SLC20A2",7,7,0,1.0,0.10056189447641373,2.3980817331903383e-18,0.15298470152984703,two-sided,0.5983663610594671
positive regulation of chondrocyte differentiation,11,"RUNX2, LOXL2, GLI3, SMAD3, BMP6, PKDCC, SOX5, FGF18, ACVRL1, ZNF219, ZBTB16",11,11,0,1.0,0.10055646300315857,2.886579864025407e-18,0.026197380261973803,two-sided,0.5494277427380937
gastric acid secretion,8,"HRH2, SNX10, KCNQ1, OXTR, OPRL1, NMU, PTGER3, CCKBR",8,8,0,1.0,0.1002923771739006,-2.1094237467877974e-18,0.10738926107389261,two-sided,0.5898481380912188
